symbol,last_price,daily_change_pct,volume,week_52_high,week_52_low,pct_from_high,pct_from_low,date
AAPL,220.72999572753906,1.1270405492856361,42364298,258.7355041503906,164.2245635986328,-14.68894211007113,34.40741804435927,2025-03-24
MSFT,393.0799865722656,0.46515789020473597,20132071,464.8543395996094,378.7699890136719,-15.440181345658683,3.778017787485593,2025-03-24
GOOGL,167.67999267578125,2.250129312161652,30515916,206.14259338378906,148.31900024414062,-18.658250134846945,13.053615787438863,2025-03-24
AMZN,203.25999450683594,3.5930826928973807,38564213,242.05999755859375,161.02000427246094,-16.029085120669624,26.23275935510533,2025-03-24
META,618.8499755859375,3.7903522995283017,15617089,736.0151977539062,428.6064147949219,-15.918859084095171,44.38654071055906,2025-03-24
