Date,open,high,low,close,volume,dividends,stock splits,symbol,rsi,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,sma_20,sma_50,sma_200,ema_12,ema_26,atr,date,year,month,day,day_of_week,daily_return,volume_sma_20,volume_above_avg
2024-03-25 00:00:00-04:00,178.00999450683594,180.99000549316406,177.24000549316406,179.7100067138672,29815500,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-03-25,2024,3,25,0,,,False
2024-03-26 00:00:00-04:00,180.14999389648438,180.4499969482422,177.9499969482422,178.3000030517578,29659000,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-03-26,2024,3,26,1,-0.7845994154095037,,False
2024-03-27 00:00:00-04:00,179.8800048828125,180.0,177.30999755859375,179.8300018310547,33272600,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-03-27,2024,3,27,2,0.8581036192426339,,False
2024-03-28 00:00:00-04:00,180.1699981689453,181.6999969482422,179.25999450683594,180.3800048828125,38051600,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-03-28,2024,3,28,3,0.30584610251771505,,False
2024-04-01 00:00:00-04:00,180.7899932861328,183.0,179.9499969482422,180.97000122070312,29174500,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-01,2024,4,1,0,0.3270852211551434,,False
2024-04-02 00:00:00-04:00,179.07000732421875,180.7899932861328,178.3800048828125,180.69000244140625,32611500,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-02,2024,4,2,1,-0.15472110151306673,,False
2024-04-03 00:00:00-04:00,179.89999389648438,182.8699951171875,179.8000030517578,182.41000366210938,31046600,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-03,2024,4,3,2,0.9519072430478781,,False
2024-04-04 00:00:00-04:00,184.0,185.10000610351562,180.0,180.0,41624300,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-04,2024,4,4,3,-1.3212014767422509,,False
2024-04-05 00:00:00-04:00,182.3800048828125,186.27000427246094,181.97000122070312,185.07000732421875,42335200,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-05,2024,4,5,4,2.816670735677085,,False
2024-04-08 00:00:00-04:00,186.89999389648438,187.2899932861328,184.80999755859375,185.19000244140625,39221300,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-08,2024,4,8,0,0.06483768975988902,,False
2024-04-09 00:00:00-04:00,187.24000549316406,187.33999633789062,184.1999969482422,185.6699981689453,36546900,0.0,0.0,AMZN,,,,,,,,,,,,,,,,2024-04-09,2024,4,9,1,0.2591909504893186,,False
