Date,open,high,low,close,volume,dividends,stock splits,symbol,rsi,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,sma_20,sma_50,sma_200,ema_12,ema_26,atr,date,year,month,day,day_of_week,daily_return,volume_sma_20,volume_above_avg
2024-03-25 00:00:00-04:00,422.0180389961963,424.1716107025241,418.41553787360243,419.65606689453125,18060500,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-03-25,2024,3,25,0,,,False
2024-03-26 00:00:00-04:00,422.3852180529654,422.76234370981615,418.1575158713517,418.4552307128906,16725600,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-03-26,2024,3,26,1,-0.28614769959763864,,False
2024-03-27 00:00:00-04:00,421.2241115258407,421.23404544961727,415.83526074059097,418.2369079589844,16705000,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-03-27,2024,3,27,2,-0.05217350337198834,,False
2024-03-28 00:00:00-04:00,417.7704594727013,418.6735682140503,415.94440442920035,417.53228759765625,21871200,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-03-28,2024,3,28,3,-0.1684739792015777,,False
2024-04-01 00:00:00-04:00,420.7378213676411,424.64797113919235,419.0209183546172,421.3531188964844,16316000,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-01,2024,4,1,0,0.915098403721526,,False
2024-04-02 00:00:00-04:00,416.92688638600043,419.1797063812392,414.6740966771135,418.246826171875,17912000,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-02,2024,4,2,1,-0.7372184007429894,,False
2024-04-03 00:00:00-04:00,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-03,2024,4,3,2,-0.2349050485687343,,False
2024-04-04 00:00:00-04:00,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-04,2024,4,4,3,-0.6112521116560465,,False
2024-04-05 00:00:00-04:00,416.8276974614869,423.2784485638512,415.1504997519638,422.2959289550781,16544300,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-05,2024,4,5,4,1.8282783669731684,,False
2024-04-08 00:00:00-04:00,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-08,2024,4,8,0,-0.21856086443842182,,False
2024-04-09 00:00:00-04:00,423.2089317196758,424.49906970382636,418.42544485426635,423.0501403808594,12512300,0.0,0.0,MSFT,,,,,,,,,,,,,,,,2024-04-09,2024,4,9,1,0.39802864360647394,,False
2024-04-10 00:00:00-04:00,418.9911394928746,420.8171944866389,416.5200154975315,420.05303955078125,16216600,0.0,0.0,MSFT,,,,,,,,,,,,,419.35255432128906,,,2024-04-10,2024,4,10,2,-0.7084504988888352,,False
2024-04-11 00:00:00-04:00,422.5936541739285,426.1167444183971,419.15984809671994,424.6876525878906,17966400,0.0,0.0,MSFT,,,,,,,,,,,,,420.173338669997,,,2024-04-11,2024,4,11,3,1.1033399596550364,,False
2024-04-12 00:00:00-04:00,420.83704242845164,421.9584854811625,416.58947237839413,418.7033386230469,19232100,0.0,0.0,MSFT,,,,,,,,,,,,,419.94718481662005,,,2024-04-12,2024,4,12,4,-1.4091094780781965,,False
2024-04-15 00:00:00-04:00,423.36774724307367,423.5860815606245,410.2975202475589,410.5059509277344,20273500,0.0,0.0,MSFT,35.883910194382864,,,,,,,,,,,,418.494687295253,,7.258937545155157,2024-04-15,2024,4,15,0,-1.957803279589443,,False
